,nombre,apellidos,nombreApellidos,movil,codigoPostal,pass,perfil,serviciosDisponibles,status,fotoV,bio,fechaInscripcion,estrellas,nOpinion
310,Reynaldo,Morán,Reynaldo Morán,695567100,25583,72698831,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,15/07/2021,1.5,2
311,Héctor,Morillo,Héctor Morillo,641118262,40121,50496760,Voluntario,"['Salud', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,02/06/2022,2.5,2
312,Nicolás,Robles,Nicolás Robles,651005433,12310,54764933,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/06/2020,4.5,2
313,José Antonio,Azorin,José Antonio Azorin,695500920,17833,63876895,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,14/10/2021,3.0,2
314,Pancho,Gomez,Pancho Gomez,692854421,32941,54911709,Voluntario,['El día a día'],1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/08/2021,2.5,2
315,Florentina,Arjona,Florentina Arjona,654605487,05570,83160308,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/04/2021,2.0,2
316,Marisela,Anguita,Marisela Anguita,674477163,47509,87532476,Ambos,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",09/04/2020,2.0,2
317,Jose Miguel,Almagro,Jose Miguel Almagro,691933257,19443,80388103,Ambos,['Salud'],1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/09/2021,2.5,2
318,Ester,Gómez,Ester Gómez,677128119,15169,70493627,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,14/09/2020,3.5,2
319,Edmundo,Gibert,Edmundo Gibert,657043257,19240,12491226,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,13/03/2022,3.0,2
320,Adela,Jaén,Adela Jaén,699917136,19237,27894669,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,22/08/2020,3.0,2
321,María Fernanda,Peinado,María Fernanda Peinado,632847733,16191,74946396,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,07/03/2022,3.5,2
322,Florencio,Céspedes,Florencio Céspedes,641504491,42341,44591444,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/05/2021,3.0,2
323,María,Amigó,María Amigó,665075891,25331,12450413,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/04/2022,4.0,2
324,Úrsula,Perez,Úrsula Perez,623929786,12469,47545095,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/05/2022,3.0,2
325,Régulo,Fiol,Régulo Fiol,665828162,36580,33613766,Ambos,['Nuevas Tecnologías'],0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/06/2020,3.0,2
326,Carlos,Herrero,Carlos Herrero,631263341,48276,20425727,Ambos,['El día a día'],0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,24/08/2021,1.5,2
327,Cristian,Mata,Cristian Mata,664166595,06450,50066817,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,17/08/2019,2.0,2
328,Remedios,Armengol,Remedios Armengol,695734657,38590,46730810,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,04/02/2020,2.0,2
329,Ovidio,Velasco,Ovidio Velasco,638247870,39439,75068887,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,31/03/2020,3.0,2
330,Flora,Nogueira,Flora Nogueira,690508111,36458,13275267,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,19/05/2020,2.0,2
331,Albano,Trillo,Albano Trillo,692288695,18412,83660341,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,08/10/2021,2.0,2
332,Curro,Rosselló,Curro Rosselló,616073788,09471,32185381,Voluntario,['Burocracia'],1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,09/12/2019,4.5,2
333,Porfirio,Segura,Porfirio Segura,690745028,45654,48491569,Voluntario,"['Amigos y Ocio', 'Burocracia']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,03/01/2021,1.5,2
334,Laura,Rozas,Laura Rozas,671155815,15866,67362717,Voluntario,"['Salud', 'Burocracia']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/02/2021,4.0,2
335,Gabriel,Vélez,Gabriel Vélez,662076244,36307,14244018,Voluntario,"['Amigos y Ocio', 'Burocracia']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,21/04/2021,2.5,2
336,Florina,León,Florina León,623146878,12360,65572927,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,16/04/2021,3.0,2
337,Encarnación,Tomás,Encarnación Tomás,610132334,11368,18223253,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/05/2019,4.0,2
338,Adela,Ruano,Adela Ruano,638629613,08849,60595006,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/04/2020,3.0,2
339,Paola,Ledesma,Paola Ledesma,668695300,39585,64851016,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/10/2019,2.5,2
340,Mohamed,Higueras,Mohamed Higueras,688176285,35540,62081871,Voluntario,"['Salud', 'Amigos y Ocio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",05/05/2020,1.0,1
341,Paulina,Bolaños,Paulina Bolaños,664824408,16216,39454025,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/05/2022,1.0,1
342,León,Sanmartín,León Sanmartín,682901850,15686,67163414,Ambos,['Salud'],1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,10/06/2020,2.0,1
343,Jose Francisco,Andrade,Jose Francisco Andrade,684631570,37766,27277890,Ambos,"['Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,12/01/2020,2.0,1
344,Ana Belén,Morcillo,Ana Belén Morcillo,645486770,04716,58933495,Voluntario,"['El día a día', 'Servicios del Municipio']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,17/02/2020,2.0,1
345,Germán,Torrent,Germán Torrent,661880509,49699,49836903,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/09/2020,3.0,1
346,Ibán,Pacheco,Ibán Pacheco,678683214,49131,56019396,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,12/12/2020,1.0,1
347,Nayara,Jordán,Nayara Jordán,640250583,42112,14031518,Voluntario,"['Nuevas Tecnologías', 'El día a día']",0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",19/07/2019,1.0,1
348,Noé,Losa,Noé Losa,621296275,17734,20252349,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,26/04/2021,2.0,1
349,Silvia,Llorente,Silvia Llorente,604093550,19227,47739716,Voluntario,"['Salud', 'Amigos y Ocio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/06/2020,3.0,1
350,Cayetana,Agustín,Cayetana Agustín,625043482,50194,74553868,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",06/01/2020,3.0,1
351,Asunción,Feijoo,Asunción Feijoo,601485471,17179,55443807,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,28/08/2021,4.0,1
352,Che,Hernández,Che Hernández,665411255,26560,54602576,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",13/06/2022,4.0,1
353,Lola,Hernandez,Lola Hernandez,635613917,40295,57144330,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,29/07/2020,5.0,1
354,Jessica,Tamayo,Jessica Tamayo,616998366,09150,16183479,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,02/10/2021,4.0,1
355,Flavia,Tudela,Flavia Tudela,615792386,08711,78751425,Ambos,"['Nuevas Tecnologías', 'Burocracia']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,19/12/2021,4.0,1
356,Victorino,Alemany,Victorino Alemany,653318823,19325,81555372,Voluntario,['Servicios del Municipio'],1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,16/10/2021,3.0,1
357,Ciro,Mariscal,Ciro Mariscal,639559972,02137,64524700,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/01/2020,4.0,1
358,Ismael,Hervia,Ismael Hervia,643543030,21309,20035142,Ambos,"['Salud', 'Amigos y Ocio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,09/12/2021,1.0,1
359,Mariano,Roig,Mariano Roig,672789474,07430,34804022,Ambos,"['Salud', 'Amigos y Ocio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/08/2020,4.0,1
360,Marcia,Ortiz,Marcia Ortiz,697349555,27145,24868077,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/07/2020,1.0,1
361,Julia,Santiago,Julia Santiago,624562740,40142,84929835,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,29/08/2021,1.0,1
362,Kike,Medina,Kike Medina,672511182,15890,67347737,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/01/2021,4.0,1
363,José,Gual,José Gual,673705520,49560,87644241,Ambos,['Amigos y Ocio'],1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,09/04/2021,1.0,1
364,Dionisio,Fernández,Dionisio Fernández,627218295,50830,18024242,Voluntario,"['Amigos y Ocio', 'Burocracia']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/02/2020,4.0,1
365,Maximiano,Carreras,Maximiano Carreras,624265508,08732,14197115,Ambos,['Amigos y Ocio'],1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,02/09/2021,2.0,1
366,Manuelita,Esteve,Manuelita Esteve,682776881,09109,80591662,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,25/06/2022,5.0,1
367,Gregorio,Gascón,Gregorio Gascón,636163332,01195,33255936,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/11/2019,5.0,1
368,Mamen,Tomé,Mamen Tomé,629635058,24830,23882958,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,13/10/2021,3.0,1
369,Leonel,Zamorano,Leonel Zamorano,658390436,19243,48341005,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,11/01/2020,4.0,1
370,Edelmira,Luna,Edelmira Luna,631195842,15920,13391460,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,04/08/2020,1.0,1
371,Cornelio,Ferrera,Cornelio Ferrera,649508503,02489,51689071,Ambos,"['Amigos y Ocio', 'El día a día']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",05/06/2022,2.0,1
372,Manu,Gordillo,Manu Gordillo,691593077,36215,34376931,Ambos,"['Amigos y Ocio', 'Burocracia']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,15/01/2022,2.0,1
373,Poncio,Alcalá,Poncio Alcalá,699930989,10370,50480717,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/06/2019,2.0,1
374,Leandra,Castañeda,Leandra Castañeda,680033720,37291,20465210,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,02/04/2020,4.0,1
375,Leocadio,Arroyo,Leocadio Arroyo,656110211,26327,19826807,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/12/2021,4.0,1
376,Baltasar,Manzano,Baltasar Manzano,673745245,30158,81201266,Ambos,"['Salud', 'Burocracia']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/07/2021,2.0,1
377,José,Cases,José Cases,607713384,32530,29976801,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,08/09/2020,2.0,1
378,Felicia,Alberola,Felicia Alberola,690861562,15182,51226998,Voluntario,"['Nuevas Tecnologías', 'El día a día']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/04/2022,5.0,1
379,Consuela,Luís,Consuela Luís,612542579,50694,51171997,Voluntario,"['Salud', 'Amigos y Ocio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",21/05/2022,1.0,1
380,Adora,Tejero,Adora Tejero,604367308,09491,70271012,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/06/2022,4.0,1
381,Valero,Niño,Valero Niño,623620698,03179,83841494,Voluntario,['Servicios del Municipio'],1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,03/09/2020,1.0,1
382,Gerónimo,Aznar,Gerónimo Aznar,634499989,37219,78172408,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/05/2022,5.0,1
383,José Antonio,Tejedor,José Antonio Tejedor,662018191,10330,87488528,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,12/08/2020,5.0,1
384,Danilo,Bas,Danilo Bas,640364005,44478,59651679,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/09/2021,5.0,1
385,Salvador,Téllez,Salvador Téllez,646051698,15899,36887796,Ambos,"['Nuevas Tecnologías', 'Burocracia']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/06/2022,2.0,1
386,Candelario,Baeza,Candelario Baeza,677094392,28025,28528247,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,18/08/2019,3.0,1
387,Evaristo,Mateu,Evaristo Mateu,674820934,13249,47830369,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,22/12/2019,5.0,1
388,Che,Carrasco,Che Carrasco,610923162,34406,71508209,Ambos,['El día a día'],1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,26/11/2019,1.0,1
389,Celestina,Rico,Celestina Rico,693878994,24155,82967953,Ambos,['Servicios del Municipio'],0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,01/09/2021,1.0,1
390,Eloísa,Gonzalez,Eloísa Gonzalez,651463414,07510,44161988,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",04/04/2021,3.0,1
391,Maura,Sanjuan,Maura Sanjuan,695936063,04213,52584986,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,17/09/2021,1.0,1
392,Violeta,Martinez,Violeta Martinez,636894679,40551,48303545,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,14/10/2021,2.0,1
393,Rosalina,Romeu,Rosalina Romeu,632972854,15297,19066808,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",22/02/2021,5.0,1
394,Marcos,Barrena,Marcos Barrena,651562411,17458,77999374,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,29/11/2019,5.0,1
395,Emilia,Cabezas,Emilia Cabezas,604537436,40314,66355712,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,21/09/2020,5.0,1
396,María Carmen,Galiano,María Carmen Galiano,680053028,29100,30187563,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,30/03/2020,5.0,1
397,Eufemia,Bertrán,Eufemia Bertrán,662191481,45673,51546143,Ambos,['Amigos y Ocio'],0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,09/06/2019,4.0,1
398,Faustino,Heredia,Faustino Heredia,695450083,01117,35613802,Ambos,['Nuevas Tecnologías'],0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,06/08/2021,3.0,1
399,Fulgencio,Benavides,Fulgencio Benavides,660691168,31227,19841570,Voluntario,['Amigos y Ocio'],1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,13/04/2020,5.0,1
400,Faustino,Acedo,Faustino Acedo,643926605,04729,83601143,Ambos,"['El día a día', 'Burocracia']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,27/01/2022,3.0,1
401,Sebastian,Soriano,Sebastian Soriano,690340959,34429,20194969,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,24/04/2021,5.0,1
402,Lupe,Antúnez,Lupe Antúnez,613987964,22214,53714298,Ambos,"['Burocracia', 'Servicios del Municipio']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/01/2021,1.0,1
403,Jesús,Maldonado,Jesús Maldonado,658104716,16043,42318154,Ambos,"['El día a día', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,14/07/2021,5.0,1
404,Lara,Guillen,Lara Guillen,640970140,32153,40456467,Ambos,"['Salud', 'Amigos y Ocio']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/03/2022,5.0,1
405,Ámbar,Figuerola,Ámbar Figuerola,602058299,10350,35097127,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/12/2019,4.0,1
406,Teodoro,Cardona,Teodoro Cardona,637911587,19184,59530695,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/04/2021,5.0,1
407,Candelas,Larrañaga,Candelas Larrañaga,658959489,17539,80066353,Voluntario,"['Salud', 'El día a día']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/09/2020,4.0,1
408,Pascuala,Cisneros,Pascuala Cisneros,675838612,26315,55377349,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/07/2020,1.0,1
409,Calixto,Barreda,Calixto Barreda,613599263,39192,54887160,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,16/06/2022,5.0,1
410,Fito,Malo,Fito Malo,615128546,10520,70413218,Voluntario,"['Salud', 'El día a día']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,12/01/2020,1.0,1
411,Valentín,Casanova,Valentín Casanova,677471437,06500,52554224,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,11/06/2020,2.0,1
412,Adelina,Vall,Adelina Vall,681011085,45125,84998982,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,24/07/2019,2.0,1
413,Calista,Uribe,Calista Uribe,633736582,02212,77802524,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",28/10/2020,2.0,1
