,Nombre,Apellidos,Nombre y Apellidos,Móvil,Código Postal,Pass,Perfil,Servicios Disponibles,Status,FotoV,Bio,Fecha inscripción,Estrellas,N_opinion
305,Victoria,Prada,Victoria Prada,601879349,32815,50529177,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,24/10/2021,2.0,2
306,Dora,Blanes,Dora Blanes,609478790,25591,42205159,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,14/10/2019,2.5,2
307,Fernanda,Cerdá,Fernanda Cerdá,690935425,47509,34169879,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,28/12/2020,4.0,2
308,Roxana,Serrano,Roxana Serrano,601623571,37258,77306445,Voluntario,"['Nuevas Tecnologías', 'El día a día']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,31/03/2020,5.0,2
309,Germán,Juan,Germán Juan,633146557,04147,26013696,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,06/10/2020,1.5,2
310,Reynaldo,Morán,Reynaldo Morán,660918716,34430,63921413,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",17/11/2019,1.5,2
311,Héctor,Morillo,Héctor Morillo,686641782,38580,64920869,Ambos,"['Salud', 'Amigos y Ocio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",24/09/2019,3.5,2
312,Nicolás,Robles,Nicolás Robles,606511131,16400,58502493,Ambos,['Burocracia'],0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,31/07/2020,3.5,2
313,José Antonio,Azorin,José Antonio Azorin,657462354,31639,74398249,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,31/05/2021,1.5,2
314,Pancho,Gomez,Pancho Gomez,614487831,22572,74379342,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,12/08/2021,3.0,2
315,Florentina,Arjona,Florentina Arjona,671988671,05427,12602320,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/05/2020,3.0,2
316,Marisela,Anguita,Marisela Anguita,672525038,10192,29381942,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",09/08/2019,4.0,2
317,Jose Miguel,Almagro,Jose Miguel Almagro,697339337,34468,14740817,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/10/2021,3.5,2
318,Ester,Gómez,Ester Gómez,634319691,13470,44380540,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/09/2021,4.5,2
319,Edmundo,Gibert,Edmundo Gibert,602642439,27548,45109864,Ambos,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/09/2021,2.5,2
320,Adela,Jaén,Adela Jaén,652074652,11402,40077250,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,23/07/2021,2.5,2
321,María Fernanda,Peinado,María Fernanda Peinado,698213598,36657,32182555,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,10/08/2020,4.0,2
322,Florencio,Céspedes,Florencio Céspedes,663985450,09315,48005314,Ambos,"['Nuevas Tecnologías', 'Salud']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,31/03/2020,2.5,2
323,María,Amigó,María Amigó,694374739,11340,38296403,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/12/2019,2.5,2
324,Úrsula,Perez,Úrsula Perez,601764740,22549,52989591,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",08/01/2020,3.0,2
325,Régulo,Fiol,Régulo Fiol,614649707,49562,72130525,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,17/08/2021,3.0,2
326,Carlos,Herrero,Carlos Herrero,651158917,46791,65194686,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,24/11/2021,3.5,2
327,Cristian,Mata,Cristian Mata,683992140,28904,27716363,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",09/05/2021,2.0,2
328,Remedios,Armengol,Remedios Armengol,637327974,49629,87545961,Ambos,"['El día a día', 'Burocracia']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,05/09/2020,2.0,2
329,Ovidio,Velasco,Ovidio Velasco,611867949,44121,49915956,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,04/07/2019,3.0,2
330,Flora,Nogueira,Flora Nogueira,622749717,16611,84932294,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",10/06/2020,2.0,2
331,Albano,Trillo,Albano Trillo,634265644,17464,85643645,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,04/05/2020,4.0,2
332,Curro,Rosselló,Curro Rosselló,698574686,16611,29795544,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/07/2020,3.0,2
333,Porfirio,Segura,Porfirio Segura,674882363,44500,54592626,Voluntario,['Salud'],0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",21/03/2021,1.0,2
334,Laura,Rozas,Laura Rozas,660087742,17707,54227924,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/12/2019,1.0,2
335,Gabriel,Vélez,Gabriel Vélez,646466965,14549,78986227,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",20/06/2020,4.5,2
336,Florina,León,Florina León,620564222,04825,14216285,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/09/2021,4.5,2
337,Encarnación,Tomás,Encarnación Tomás,682445481,43141,24780017,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,23/03/2020,2.5,2
338,Adela,Ruano,Adela Ruano,694278113,08799,53013869,Ambos,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/10/2019,3.5,2
339,Paola,Ledesma,Paola Ledesma,671090402,05196,21905504,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/03/2020,3.5,2
340,Mohamed,Higueras,Mohamed Higueras,697605105,20212,67510298,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/05/2021,1.0,1
341,Paulina,Bolaños,Paulina Bolaños,629285901,37115,23231730,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",10/01/2022,3.0,1
342,León,Sanmartín,León Sanmartín,689489254,24397,69727744,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/01/2022,5.0,1
343,Jose Francisco,Andrade,Jose Francisco Andrade,621753675,34247,58234812,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/06/2022,2.0,1
344,Ana Belén,Morcillo,Ana Belén Morcillo,664860862,25738,35150539,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/02/2022,1.0,1
345,Germán,Torrent,Germán Torrent,675831783,04661,51111431,Ambos,"['Amigos y Ocio', 'Burocracia']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,26/03/2021,4.0,1
346,Ibán,Pacheco,Ibán Pacheco,658569651,10261,46855599,Ambos,['El día a día'],0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",18/05/2022,1.0,1
347,Nayara,Jordán,Nayara Jordán,666865304,41520,74938653,Voluntario,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/03/2020,2.0,1
348,Noé,Losa,Noé Losa,637568464,04746,70032637,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/05/2019,4.0,1
349,Silvia,Llorente,Silvia Llorente,607562075,34131,51079838,Ambos,"['Nuevas Tecnologías', 'El día a día']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,22/10/2019,1.0,1
350,Cayetana,Agustín,Cayetana Agustín,602848113,15623,81975103,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,24/02/2022,4.0,1
351,Asunción,Feijoo,Asunción Feijoo,644468725,13160,76718756,Voluntario,"['El día a día', 'Servicios del Municipio']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,02/04/2021,3.0,1
352,Che,Hernández,Che Hernández,669264168,41320,77035750,Ambos,"['Salud', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,03/04/2020,4.0,1
353,Lola,Hernandez,Lola Hernandez,663475931,32562,52690302,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,21/06/2020,2.0,1
354,Jessica,Tamayo,Jessica Tamayo,616765044,25440,19356840,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,05/06/2020,3.0,1
355,Flavia,Tudela,Flavia Tudela,686105942,28609,74682443,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/11/2021,4.0,1
356,Victorino,Alemany,Victorino Alemany,619137000,13459,21774371,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/09/2021,5.0,1
357,Ciro,Mariscal,Ciro Mariscal,691342663,13410,47232975,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/11/2021,4.0,1
358,Ismael,Hervia,Ismael Hervia,664043430,42137,66085206,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,16/01/2022,5.0,1
359,Mariano,Roig,Mariano Roig,696727348,27724,78501763,Ambos,"['El día a día', 'Servicios del Municipio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,16/01/2020,4.0,1
360,Marcia,Ortiz,Marcia Ortiz,613814050,32623,52981733,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,13/03/2020,2.0,1
361,Julia,Santiago,Julia Santiago,614444345,01195,86304267,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/01/2022,4.0,1
362,Kike,Medina,Kike Medina,678167121,33350,25475126,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/07/2021,5.0,1
363,José,Gual,José Gual,669073768,05141,77141523,Ambos,"['Nuevas Tecnologías', 'Salud']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,02/01/2020,1.0,1
364,Dionisio,Fernández,Dionisio Fernández,664175491,43737,77239754,Ambos,"['Salud', 'El día a día']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,23/12/2020,4.0,1
365,Maximiano,Carreras,Maximiano Carreras,681154066,33660,66294711,Ambos,"['El día a día', 'Servicios del Municipio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",06/05/2021,2.0,1
366,Manuelita,Esteve,Manuelita Esteve,684282735,41808,64505877,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,21/08/2019,2.0,1
367,Gregorio,Gascón,Gregorio Gascón,696040730,06670,24918762,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/09/2020,5.0,1
368,Mamen,Tomé,Mamen Tomé,664342667,46119,56537338,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,05/09/2021,5.0,1
369,Leonel,Zamorano,Leonel Zamorano,623255650,15126,43669978,Ambos,['El día a día'],1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,07/09/2021,1.0,1
370,Edelmira,Luna,Edelmira Luna,694414165,24008,73472776,Ambos,"['Salud', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,03/06/2020,1.0,1
371,Cornelio,Ferrera,Cornelio Ferrera,627813785,49539,41439303,Ambos,['Servicios del Municipio'],0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/12/2020,4.0,1
372,Manu,Gordillo,Manu Gordillo,666427654,42194,45536222,Voluntario,"['Salud', 'El día a día']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,30/11/2021,1.0,1
373,Poncio,Alcalá,Poncio Alcalá,685410111,45672,69715991,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,31/10/2019,2.0,1
374,Leandra,Castañeda,Leandra Castañeda,636683683,24744,45462822,Voluntario,"['El día a día', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/11/2020,3.0,1
375,Leocadio,Arroyo,Leocadio Arroyo,678015767,02002,71962154,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,28/03/2021,5.0,1
376,Baltasar,Manzano,Baltasar Manzano,666709418,37861,72068560,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/08/2020,1.0,1
377,José,Cases,José Cases,617316726,08001,15380540,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/05/2020,3.0,1
378,Felicia,Alberola,Felicia Alberola,656155888,26290,23086699,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,02/01/2022,4.0,1
379,Consuela,Luís,Consuela Luís,616774927,41909,53128518,Ambos,"['Salud', 'Burocracia']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,20/06/2020,4.0,1
380,Adora,Tejero,Adora Tejero,612831346,29160,55018751,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,24/08/2019,5.0,1
381,Valero,Niño,Valero Niño,656411041,37100,27119285,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/05/2020,3.0,1
382,Gerónimo,Aznar,Gerónimo Aznar,659562851,09646,73235532,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,24/03/2021,2.0,1
383,José Antonio,Tejedor,José Antonio Tejedor,640373884,08732,81224454,Voluntario,['Nuevas Tecnologías'],0,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/06/2020,2.0,1
384,Danilo,Bas,Danilo Bas,635434295,40173,25199250,Ambos,"['Amigos y Ocio', 'Burocracia']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/02/2020,2.0,1
385,Salvador,Téllez,Salvador Téllez,694983219,26110,77090533,Ambos,"['Nuevas Tecnologías', 'Salud']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/02/2022,2.0,1
386,Candelario,Baeza,Candelario Baeza,690311897,49390,47026044,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,01/10/2020,1.0,1
387,Evaristo,Mateu,Evaristo Mateu,625186052,17539,52308353,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/11/2021,4.0,1
388,Che,Carrasco,Che Carrasco,671020175,44478,86308874,Ambos,"['Amigos y Ocio', 'Burocracia']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,11/04/2020,5.0,1
389,Celestina,Rico,Celestina Rico,619230664,32750,57350991,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,31/03/2021,2.0,1
390,Eloísa,Gonzalez,Eloísa Gonzalez,618641613,19196,31888482,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/02/2021,3.0,1
391,Maura,Sanjuan,Maura Sanjuan,631114804,45694,27629006,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",24/01/2021,2.0,1
392,Violeta,Martinez,Violeta Martinez,640228334,09640,13504149,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,13/06/2019,3.0,1
393,Rosalina,Romeu,Rosalina Romeu,610630896,31290,44071256,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,24/06/2020,2.0,1
394,Marcos,Barrena,Marcos Barrena,650242490,05309,68296958,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,16/04/2021,3.0,1
395,Emilia,Cabezas,Emilia Cabezas,692994001,04867,75731653,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/05/2020,5.0,1
396,María Carmen,Galiano,María Carmen Galiano,688861179,30333,61601541,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,21/10/2019,1.0,1
397,Eufemia,Bertrán,Eufemia Bertrán,617870507,24285,58271295,Ambos,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/08/2019,4.0,1
398,Faustino,Heredia,Faustino Heredia,657604930,08782,34587833,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,01/08/2021,4.0,1
399,Fulgencio,Benavides,Fulgencio Benavides,667413302,14540,48500738,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/06/2021,1.0,1
400,Faustino,Acedo,Faustino Acedo,696151773,49170,54301067,Ambos,"['Burocracia', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/05/2020,5.0,1
401,Sebastian,Soriano,Sebastian Soriano,605045151,26315,52093920,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,05/03/2022,3.0,1
402,Lupe,Antúnez,Lupe Antúnez,644377424,47317,71036041,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,27/05/2020,1.0,1
403,Jesús,Maldonado,Jesús Maldonado,625031822,37114,44683552,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,14/09/2019,2.0,1
404,Lara,Guillen,Lara Guillen,687533482,49740,50505707,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,23/08/2020,2.0,1
405,Ámbar,Figuerola,Ámbar Figuerola,669728942,41750,84044372,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/03/2021,2.0,1
406,Teodoro,Cardona,Teodoro Cardona,686252080,39610,52100893,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/09/2020,3.0,1
